"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Thousand Moons Infantry","W","C","90028","7.86","10116","11.47","1224","14.7%","48.7%","206","","298","","504","52.6%","719","46.0%","6.5pp"
"Adaptive Gemguard","W","C","76332","5.80","12881","7.97","6761","64.8%","52.8%","1086","51.1%","1726","53.4%","2812","52.5%","3954","52.9%","-0.4pp"
"Mischievous Pup","W","U","25336","4.62","5830","5.81","5254","86.4%","53.3%","898","49.7%","1352","54.2%","2250","52.4%","2995","53.9%","-1.5pp"
"Attentive Sunscribe","W","C","80634","6.02","13795","8.26","6139","59.2%","51.9%","1071","51.4%","1510","53.0%","2581","52.4%","3554","51.5%","0.9pp"
"Dauntless Dismantler","W","U","30118","5.84","4616","8.01","2607","59.9%","52.1%","439","","636","52.7%","1075","52.2%","1531","52.1%","0.1pp"
"Abyssal Gorestalker","B","U","30007","6.03","3225","8.90","2184","51.3%","50.1%","353","","571","55.5%","924","51.9%","1260","48.7%","3.2pp"
"Compass Gnome","","C","84049","6.11","12669","8.72","2281","42.6%","49.9%","431","","530","51.3%","961","51.9%","1319","48.4%","3.6pp"
"Glorifier of Suffering","W","C","76004","5.75","12409","7.92","13183","83.2%","52.7%","2233","50.4%","3403","52.8%","5636","51.9%","7535","53.2%","-1.3pp"
"Cartographer's Companion","","C","86732","6.53","14432","9.04","3650","50.9%","53.2%","602","49.8%","942","52.8%","1544","51.6%","2104","54.3%","-2.7pp"
"Cosmium Blast","W","C","73527","5.43","10070","7.78","5456","61.6%","50.9%","947","49.5%","1396","51.9%","2343","51.0%","3105","50.9%","0.1pp"
"Soulcoil Viper","B","U","23046","4.31","3952","5.55","2966","72.7%","50.9%","504","49.4%","769","51.8%","1273","50.8%","1691","51.0%","-0.2pp"
"Grasping Shadows","B","U","30300","4.74","4878","6.31","4446","74.3%","52.3%","744","48.7%","1107","52.2%","1851","50.8%","2585","53.3%","-2.6pp"
"Acolyte of Aclazotz","B","C","86952","7.36","10000","10.42","7855","54.9%","51.6%","1240","48.1%","1976","52.0%","3216","50.5%","4637","52.4%","-1.9pp"
"Vito's Inquisitor","B","C","86088","7.30","9139","10.63","7256","56.1%","51.2%","1119","49.6%","1862","50.6%","2981","50.2%","4279","52.0%","-1.8pp"
"Thousand Moons Crackshot","W","C","90008","7.73","11128","10.95","2083","23.3%","47.9%","380","","505","50.9%","885","49.5%","1197","46.7%","2.8pp"
"Deep Goblin Skulltaker","B","C","78492","6.08","8548","8.86","5913","57.6%","49.2%","1000","47.8%","1513","50.6%","2513","49.5%","3398","48.9%","0.5pp"
"Broodrage Mycoid","B","C","77334","5.88","9316","8.46","7910","66.9%","49.3%","1311","48.1%","2041","50.2%","3352","49.4%","4558","49.2%","0.2pp"
"Oteclan Landmark","W","C","83762","7.12","12264","9.89","3382","33.6%","49.9%","556","44.4%","835","51.6%","1391","48.7%","1986","50.7%","-2.0pp"
"Canonized in Blood","B","U","27546","5.52","2796","8.24","1458","45.8%","47.7%","230","","364","","594","46.3%","863","48.8%","-2.5pp"
"Abuelo's Awakening","W","R","6905","4.16","1242","5.38","399","40.4%","","66","","101","","167","","232","",""
"Acrobatic Leap","W","C","93048","8.74","12235","12.08","896","9.9%","53.8%","124","","211","","335","","560","52.7%",""
"Bat Colony","W","U","30953","6.45","4208","8.89","1101","32.5%","51.3%","182","","262","","444","","655","48.1%",""
"Fabrication Foundry","W","R","9429","5.50","1338","7.97","12","","","1","","2","","3","","9","",""
"Family Reunion","W","C","90860","8.22","9977","11.97","884","11.1%","49.5%","136","","219","","355","","529","49.5%",""
"Get Lost","W","R","4052","2.45","1113","2.60","914","85.9%","51.2%","164","","243","","407","","505","54.1%",""
"Ojer Taq, Deepest Foundation","W","M","1122","1.41","736","1.38","716","96.5%","49.3%","140","","181","","321","","398","",""
"Resplendent Angel","W","M","1126","1.39","833","1.34","844","100.0%","56.5%","149","","233","","382","","466","",""
"Akal Pakal, First Among Equals","U","R","3183","1.92","2115","1.89","110","","","20","","24","","44","","67","",""
"Ancestral Reminiscence","U","C","92248","8.48","11962","11.86","11","0.3%","","3","","3","","6","","5","",""
"Brackish Blunder","U","C","82857","6.48","16517","8.52","8","0.4%","","3","","1","","4","","4","",""
"Braided Net","U","R","4422","2.63","2053","2.69","36","","","3","","15","","18","","18","",""
"Chart a Course","U","U","24674","4.55","6481","5.58","25","3.3%","","3","","4","","7","","18","",""
"Cogwork Wrestler","U","C","84927","6.98","18368","8.74","9","0.3%","","2","","0","","2","","7","",""
"Confounding Riddle","U","U","27299","5.08","5659","6.63","0","0.0%","","0","","0","","0","","0","",""
"Council of Echoes","U","U","25603","4.85","5331","6.14","0","0.0%","","0","","0","","0","","0","",""
"Didact Echo","U","C","89226","7.61","12481","10.70","11","0.4%","","3","","0","","3","","8","",""
"Eaten by Piranhas","U","U","24382","4.54","5405","5.85","12","2.3%","","4","","3","","7","","5","",""
"The Enigma Jewel","U","M","3362","3.96","470","5.48","0","","","0","","0","","0","","0","",""
"The Everflowing Well","U","R","4111","2.53","1645","2.62","28","","","5","","10","","15","","13","",""
"Frilled Cave-Wurm","U","C","92096","8.54","10651","12.21","6","0.2%","","1","","1","","2","","4","",""
"Hermitic Nautilus","U","U","27257","5.16","6473","6.49","0","0.0%","","0","","0","","0","","0","",""
"Hurl into History","U","U","31436","6.29","5333","8.44","3","0.3%","","1","","1","","2","","1","",""
"Inverted Iceberg","U","C","76036","5.99","17720","7.56","4","0.2%","","1","","1","","2","","2","",""
"Kitesail Larcenist","U","R","2795","1.72","1946","1.69","63","","","11","","14","","25","","38","",""
"Lodestone Needle","U","U","27505","4.25","8736","4.98","45","5.1%","","10","","13","","23","","22","",""
"Malcolm, Alluring Scoundrel","U","R","2686","1.64","1870","1.59","29","","","1","","10","","11","","18","",""
"Marauding Brinefang","U","C","85697","6.90","11537","9.93","126","5.9%","","25","","28","","53","","69","",""
"Merfolk Cave-Diver","U","U","29800","6.24","4493","8.55","0","0.0%","","0","","0","","0","","0","",""
"Oaken Siren","U","C","71616","5.37","18614","6.63","0","0.0%","","0","","0","","0","","0","",""
"Ojer Pakpatiq, Deepest Epoch","U","M","1150","1.37","871","1.31","4","","","1","","0","","1","","3","",""
"Orazca Puzzle-Door","U","C","90290","7.83","16113","10.33","5","0.2%","","1","","3","","4","","1","",""
"Out of Air","U","C","90128","8.07","12556","11.23","7","0.2%","","0","","2","","2","","5","",""
"Pirate Hat","U","C","91004","8.43","14332","11.31","0","0.0%","","0","","0","","0","","0","",""
"Relic's Roar","U","C","94182","9.30","12489","12.69","0","0.0%","","0","","0","","0","","0","",""
"River Herald Scout","U","C","74797","5.58","16715","7.25","7","0.4%","","1","","1","","2","","5","",""
"Sage of Days","U","C","89679","8.00","12851","11.05","56","1.9%","","7","","19","","26","","30","",""
"Self-Reflection","U","U","33071","6.98","4723","9.78","2","0.2%","","0","","0","","0","","2","",""
"Shipwreck Sentry","U","C","87857","7.59","15892","9.99","0","0.0%","","0","","0","","0","","0","",""
"Sinuous Benthisaur","U","U","33094","6.83","4766","9.33","119","9.1%","","24","","34","","58","","61","",""
"Song of Stupefaction","U","C","92230","8.85","11863","12.32","0","0.0%","","0","","0","","0","","0","",""
"Spyglass Siren","U","U","17780","3.19","7761","3.56","0","0.0%","","0","","0","","0","","0","",""
"Staunch Crewmate","U","U","23134","4.26","7773","4.77","0","0.0%","","0","","0","","0","","0","",""
"Tishana's Tidebinder","U","R","3903","2.26","1758","2.33","5","","","0","","0","","0","","5","",""
"Unlucky Drop","U","C","91237","8.18","16587","10.54","0","0.0%","","0","","0","","0","","0","",""
"Waterlogged Hulk","U","U","40679","7.28","6186","9.99","1","0.1%","","0","","0","","0","","1","",""
"Waterwind Scout","U","C","57094","4.04","20442","4.69","47","2.9%","","9","","11","","20","","27","",""
"Waylaying Pirates","U","C","84589","6.87","16393","8.99","0","0.0%","","0","","0","","0","","0","",""
"Zoetic Glyph","U","U","20208","3.75","8636","3.97","88","11.0%","","13","","29","","42","","46","",""
"Aclazotz, Deepest Betrayal","B","M","983","1.19","794","1.16","1118","99.6%","60.4%","199","","295","","494","","628","50.5%",""
"Bringer of the Last Gift","B","R","4315","2.75","1172","2.87","823","76.6%","51.5%","114","","228","","342","","481","",""
"Gargantuan Leech","B","U","31050","6.32","3704","8.92","1062","35.7%","50.5%","166","","271","","437","","626","49.0%",""
"Malicious Eclipse","B","U","30295","6.21","3117","9.28","548","20.3%","46.5%","99","","126","","225","","323","",""
"Terror Tide","B","R","3387","2.02","1399","1.96","1140","88.6%","53.0%","173","","305","","478","","659","52.0%",""
"Abrade","R","C","40002","2.81","16888","3.25","124","8.8%","","23","","25","","48","","76","",""
"Ancestors' Aid","R","C","88740","7.57","12510","10.54","0","0.0%","","0","","0","","0","","0","",""
"Belligerent Yearling","R","U","16451","3.02","5308","3.49","0","","","0","","0","","0","","0","",""
"Bonehoard Dracosaur","R","M","970","1.15","877","1.13","43","","","7","","17","","24","","19","",""
"Brass's Tunnel-Grinder","R","R","3588","2.16","1554","2.20","34","","","6","","10","","16","","18","",""
"Brazen Blademaster","R","C","84883","6.90","12811","9.52","4","0.3%","","1","","1","","2","","2","",""
"Breeches, Eager Pillager","R","R","2399","1.48","1819","1.44","27","","","4","","7","","11","","16","",""
"Burning Sun Cavalry","R","C","83093","6.69","11588","9.34","0","0.0%","","0","","0","","0","","0","",""
"Calamitous Cave-In","R","U","34046","7.18","4923","9.66","142","8.2%","","23","","41","","64","","76","",""
"Child of the Volcano","R","C","88792","7.48","9910","11.01","5","0.2%","","1","","1","","2","","3","",""
"Curator of Sun's Creation","R","U","27782","5.50","3910","7.60","0","0.0%","","0","","0","","0","","0","",""
"Daring Discovery","R","C","91769","8.51","11186","12.02","0","0.0%","","0","","0","","0","","0","",""
"Diamond Pick-Axe","R","U","21914","4.03","5881","4.79","20","3.6%","","1","","7","","8","","12","",""
"Dinotomaton","R","C","74435","5.46","11905","7.65","0","0.0%","","0","","0","","0","","0","",""
"Dire Flail","R","R","3681","2.22","2095","2.15","1","","","0","","1","","1","","0","",""
"Dowsing Device","R","U","35750","5.76","6099","7.68","0","0.0%","","0","","0","","0","","0","",""
"Dreadmaw's Ire","R","U","21998","3.93","6540","4.77","9","1.3%","","1","","3","","4","","5","",""
"Enterprising Scallywag","R","U","21576","3.86","5432","4.73","10","","","1","","3","","4","","6","",""
"Etali's Favor","R","C","82257","6.48","14326","8.55","0","0.0%","","0","","0","","0","","0","",""
"Geological Appraiser","R","U","15802","2.87","6606","3.23","18","3.2%","","1","","5","","6","","12","",""
"Goblin Tomb Raider","R","C","80856","6.38","17699","7.96","1","0.1%","","0","","0","","0","","1","",""
"Goldfury Strider","R","U","31212","6.09","4936","8.30","5","0.5%","","0","","0","","0","","5","",""
"Hit the Mother Lode","R","R","8879","5.13","1073","7.97","0","","","0","","0","","0","","0","",""
"Hotfoot Gnome","R","C","88142","7.34","11433","10.46","0","0.0%","","0","","0","","0","","0","",""
"Idol of the Deep King","R","C","70280","5.26","13720","7.05","29","1.8%","","3","","13","","16","","13","",""
"Inti, Seneschal of the Sun","R","R","2529","1.54","1837","1.52","44","","","7","","12","","19","","25","",""
"Magmatic Galleon","R","R","2629","1.61","1895","1.57","21","","","4","","6","","10","","11","",""
"Ojer Axonil, Deepest Might","R","M","1321","1.50","829","1.47","0","","","0","","0","","0","","0","",""
"Panicked Altisaur","R","C","76978","5.88","9994","8.59","15","1.5%","","0","","3","","3","","12","",""
"Plundering Pirate","R","C","69091","4.85","16068","6.27","11","0.9%","","0","","5","","5","","6","",""
"Poetic Ingenuity","R","R","3209","2.09","1669","2.00","42","","","8","","14","","22","","20","",""
"Rampaging Ceratops","R","U","24251","4.54","3741","6.28","16","","","2","","5","","7","","9","",""
"Rumbling Rockslide","R","C","68948","4.96","13164","6.74","65","5.9%","","11","","26","","37","","28","",""
"Saheeli's Lattice","R","U","32465","4.77","6824","6.16","0","0.0%","","0","","0","","0","","0","",""
"Scytheclaw Raptor","R","U","16287","2.92","5030","3.48","0","","","0","","0","","0","","0","",""
"Seismic Monstrosaur","R","C","75662","5.54","10144","8.09","92","8.4%","","16","","27","","43","","49","",""
"Sunfire Torch","R","C","80059","6.14","17467","7.81","9","0.4%","","3","","3","","6","","3","",""
"Sunshot Militia","R","C","80799","6.32","17149","8.07","14","0.6%","","2","","4","","6","","8","",""
"Tectonic Hazard","R","C","93337","9.19","9849","13.21","0","0.0%","","0","","0","","0","","0","",""
"Triumphant Chomp","R","U","18415","3.29","5588","3.93","7","","","0","","3","","3","","4","",""
"Trumpeting Carnosaur","R","R","2164","1.30","1751","1.28","48","","","8","","10","","18","","30","",""
"Volatile Wanderglyph","R","C","77861","5.65","16313","7.37","0","0.0%","","0","","0","","0","","0","",""
"Zoyowa's Justice","R","U","34835","7.82","3941","11.47","0","0.0%","","0","","0","","0","","0","",""
"Armored Kincaller","G","C","72779","5.40","10103","7.44","0","0.0%","","0","","0","","0","","0","",""
"Basking Capybara","G","C","87304","7.22","8855","10.51","11","0.6%","","2","","1","","3","","8","",""
"Bedrock Tortoise","G","R","2893","1.76","1429","1.69","37","","","5","","6","","11","","26","",""
"Cavern Stomper","G","C","75596","5.76","8982","8.21","0","0.0%","","0","","0","","0","","0","",""
"Cenote Scout","G","U","21613","3.87","4594","4.82","0","0.0%","","0","","0","","0","","0","",""
"Coati Scavenger","G","U","24162","4.45","3945","5.81","13","2.1%","","1","","4","","5","","8","",""
"Colossadactyl","G","U","17227","3.08","3826","3.77","0","","","0","","0","","0","","0","",""
"Disturbed Slumber","G","C","92462","8.91","8422","13.05","0","0.0%","","0","","0","","0","","0","",""
"Earthshaker Dreadmaw","G","U","17299","3.23","3700","3.84","0","","","0","","0","","0","","0","",""
"Explorer's Cache","G","U","27983","5.34","4179","7.16","0","0.0%","","0","","0","","0","","0","",""
"Ghalta, Stampede Tyrant","G","M","1631","1.94","450","2.08","3","","","0","","1","","1","","2","",""
"Glimpse the Core","G","U","28749","5.59","3305","7.98","2","0.3%","","1","","0","","1","","1","",""
"Glowcap Lantern","G","U","28802","5.78","3140","8.47","0","0.0%","","0","","0","","0","","0","",""
"Growing Rites of Itlimoc","G","R","5398","3.26","740","4.20","0","","","0","","0","","0","","0","",""
"Huatli, Poet of Unity","G","M","1098","1.38","812","1.33","87","","","12","","27","","39","","49","",""
"Huatli's Final Strike","G","C","63359","4.49","10509","5.86","21","2.2%","","0","","4","","4","","17","",""
"Hulking Raptor","G","R","2568","1.54","1280","1.51","0","","","0","","0","","0","","0","",""
"In the Presence of Ages","G","C","91258","8.18","8860","11.93","6","0.3%","","1","","3","","4","","2","",""
"Intrepid Paleontologist","G","R","2859","1.75","1378","1.71","0","","","0","","0","","0","","0","",""
"Ixalli's Lorekeeper","G","U","25099","4.99","3576","6.68","0","","","0","","0","","0","","0","",""
"Jade Seedstones","G","U","32117","4.95","4512","6.85","3","0.4%","","0","","1","","1","","2","",""
"Jadelight Spelunker","G","R","2838","1.75","1461","1.69","50","","","7","","12","","19","","31","",""
"Kaslem's Stonetree","G","C","84862","7.58","8028","11.25","16","0.9%","","2","","6","","8","","8","",""
"Malamet Battle Glyph","G","U","21063","3.75","4179","4.71","5","","","1","","1","","2","","3","",""
"Malamet Brawler","G","C","87954","7.44","9349","10.67","0","0.0%","","0","","0","","0","","0","",""
"Malamet Scythe","G","C","90162","8.02","9065","11.67","0","0.0%","","0","","0","","0","","0","",""
"Malamet Veteran","G","C","85109","6.95","8150","10.39","7","0.5%","","2","","2","","4","","3","",""
"Mineshaft Spider","G","C","88130","7.49","8741","10.96","17","0.8%","","5","","2","","7","","10","",""
"Nurturing Bristleback","G","C","72560","5.35","9082","7.66","30","3.0%","","5","","11","","16","","14","",""
"Ojer Kaslem, Deepest Growth","G","M","1028","1.27","726","1.20","19","","","4","","6","","10","","9","",""
"Over the Edge","G","C","85179","7.03","8054","10.42","0","0.0%","","0","","0","","0","","0","",""
"Pathfinding Axejaw","G","C","62688","4.41","10177","5.87","3","0.4%","","1","","1","","2","","1","",""
"Poison Dart Frog","G","C","56780","3.99","10276","5.11","31","3.6%","","2","","8","","10","","21","",""
"Pugnacious Hammerskull","G","R","2708","1.64","1464","1.60","9","","","1","","4","","5","","3","",""
"River Herald Guide","G","C","74485","5.57","10575","7.60","0","0.0%","","0","","0","","0","","0","",""
"Seeker of Sunlight","G","C","85815","7.29","7475","11.00","4","0.3%","","0","","1","","1","","3","",""
"Sentinel of the Nameless City","G","R","2598","1.57","1611","1.50","77","","","16","","20","","36","","42","",""
"The Skullspore Nexus","G","M","1240","1.55","684","1.47","19","","","3","","7","","10","","9","",""
"Spelunking","G","U","32683","6.90","3186","10.39","21","1.9%","","2","","6","","8","","13","",""
"Staggering Size","G","C","89148","7.74","9997","10.85","0","0.0%","","0","","0","","0","","0","",""
"Tendril of the Mycotyrant","G","U","23818","4.44","4260","5.61","0","","","0","","0","","0","","0","",""
"Thrashing Brontodon","G","U","17753","3.12","4259","3.76","7","","","0","","2","","2","","5","",""
"Twists and Turns","G","U","28604","4.44","4668","5.76","4","0.6%","","1","","0","","1","","3","",""
"Walk with the Ancestors","G","C","88693","7.65","8657","11.24","7","0.4%","","0","","5","","5","","2","",""
"Abuelo, Ancestral Echo","WU","R","4095","2.54","1882","2.46","258","46.4%","","47","","66","","113","","146","",""
"Akawalli, the Seething Tower","BG","U","22452","4.40","3566","5.65","270","22.1%","","56","","63","","119","","151","",""
"The Ancient One","UB","M","1948","2.54","521","2.57","22","","","3","","9","","12","","10","",""
"Anim Pakal, Thousandth Moon","WR","R","2972","1.84","1908","1.76","329","59.9%","","47","","102","","149","","180","",""
"The Belligerent","UR","R","4298","2.62","1943","2.62","11","","","1","","2","","3","","8","",""
"Caparocti Sunborn","WR","U","20087","3.89","6151","4.49","519","30.5%","53.9%","84","","136","","220","","300","",""
"Captain Storm, Cosmium Raider","UR","U","22412","4.44","7276","4.83","2","0.3%","","0","","2","","2","","0","",""
"Deepfathom Echo","UG","R","4038","2.64","1591","2.51","5","","","1","","1","","2","","3","",""
"Gishath, Sun's Avatar","WRG","M","1739","2.11","474","2.14","1","","","1","","0","","1","","0","",""
"Itzquinth, Firstborn of Gishath","RG","U","18366","3.56","4496","4.05","0","","","0","","0","","0","","0","",""
"Kutzil, Malamet Exemplar","WG","U","23546","4.63","3996","5.94","119","10.7%","","19","","33","","52","","67","",""
"Master's Guide-Mural","WU","U","26582","4.14","8080","4.82","941","38.5%","48.5%","128","","249","","377","","559","47.6%",""
"Molten Collapse","BR","R","4535","2.85","1319","3.02","104","","","20","","21","","41","","63","",""
"The Mycotyrant","BG","M","1620","2.00","601","1.93","106","","","18","","18","","36","","69","",""
"Nicanzil, Current Conductor","UG","U","24829","5.07","3821","6.61","0","0.0%","","0","","0","","0","","0","",""
"Palani's Hatcher","RG","R","2778","1.73","1684","1.66","22","","","4","","7","","11","","11","",""
"Quintorius Kand","WR","M","1022","1.22","882","1.21","277","","","48","","62","","110","","167","",""
"Saheeli, the Sun's Brilliance","UR","M","1784","2.21","850","2.16","0","","","0","","0","","0","","0","",""
"Sovereign Okinec Ahau","WG","M","1579","1.93","646","1.85","60","","","7","","17","","24","","36","",""
"Squirming Emergence","BG","R","6354","3.85","1016","4.89","42","","","8","","10","","18","","24","",""
"Uchbenbak, the Great Mistake","UB","U","26336","5.12","4065","6.98","192","12.9%","","29","","52","","81","","111","",""
"Wail of the Forgotten","UB","R","6724","3.97","1360","5.11","49","8.8%","","6","","20","","26","","23","",""
"Zoyowa Lava-Tongue","BR","U","24481","4.91","3988","6.52","220","14.2%","","38","","63","","101","","119","",""
"Buried Treasure","","C","90073","7.28","9744","10.66","1022","20.9%","47.7%","180","","246","","426","","592","51.0%",""
"Contested Game Ball","","U","37578","8.72","4062","12.53","49","2.2%","","7","","12","","19","","30","",""
"Disruptor Wanderglyph","","C","93835","8.55","9429","12.40","398","8.2%","","58","","96","","154","","244","",""
"Hoverstone Pilgrim","","U","34124","6.69","4541","9.53","656","24.0%","54.3%","114","","178","","292","","366","",""
"Hunter's Blowgun","","C","91764","8.18","8696","12.11","384","8.7%","","65","","95","","160","","224","",""
"Matzalantli, the Great Door","","R","4940","3.01","885","3.52","210","","","39","","50","","89","","121","",""
"The Millennium Calendar","","M","2792","3.46","490","3.91","97","","","21","","25","","46","","50","",""
"Roaming Throne","","R","2261","1.31","1687","1.30","736","92.0%","50.3%","113","","183","","296","","439","",""
