"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Guardian of the Great Door","W","U","18149","3.31","5999","3.83","9922","96.6%","57.0%","1596","57.0%","2305","56.0%","3901","56.4%","6038","57.3%","-0.9pp"
"Sunfire Torch","R","C","80059","6.14","17467","7.81","21973","81.2%","57.0%","3657","56.4%","4732","55.9%","8389","56.1%","13581","57.5%","-1.4pp"
"Attentive Sunscribe","W","C","80634","6.02","13795","8.26","22560","86.5%","57.8%","4057","57.8%","4571","54.5%","8628","56.1%","13923","58.9%","-2.8pp"
"Soaring Sandwing","W","C","80016","5.98","11532","8.66","7438","50.4%","56.3%","1233","56.2%","1658","55.6%","2891","55.9%","4547","56.4%","-0.6pp"
"Vanguard of the Rose","W","U","25193","4.68","6323","5.75","9587","91.5%","57.9%","1717","57.4%","2073","54.6%","3790","55.9%","5802","59.2%","-3.3pp"
"Captivating Cave","","B","72074","5.76","9793","8.31","4106","63.6%","55.9%","731","55.7%","895","55.9%","1626","55.8%","2478","56.0%","-0.2pp"
"Idol of the Deep King","R","C","70280","5.26","13720","7.05","17412","82.9%","56.8%","2940","54.0%","3696","57.1%","6636","55.7%","10773","57.4%","-1.7pp"
"Hidden Courtyard","","B","75203","6.38","11993","8.93","14265","88.9%","57.3%","2530","57.0%","3106","54.6%","5636","55.7%","8626","58.3%","-2.6pp"
"Panicked Altisaur","R","C","76978","5.88","9994","8.59","6365","52.0%","56.2%","981","54.6%","1471","56.3%","2452","55.6%","3928","56.4%","-0.8pp"
"Rampaging Ceratops","R","U","24251","4.54","3741","6.28","2696","61.3%","56.2%","411","","600","58.2%","1011","55.6%","1689","56.5%","-1.0pp"
"Daring Discovery","R","C","91769","8.51","11186","12.02","2879","18.1%","56.2%","427","","602","56.5%","1029","55.6%","1850","56.5%","-0.9pp"
"Belligerent Yearling","R","U","16451","3.02","5308","3.49","6836","95.3%","57.1%","1225","55.4%","1449","55.7%","2674","55.6%","4170","58.1%","-2.5pp"
"Brass's Tunnel-Grinder","R","R","3588","2.16","1554","2.20","1648","88.9%","55.8%","275","","358","","633","55.5%","1014","56.0%","-0.6pp"
"Helping Hand","W","U","30615","6.14","4302","8.67","2635","44.1%","55.7%","434","","550","52.7%","984","55.3%","1650","55.9%","-0.7pp"
"Scampering Surveyor","","U","19626","3.34","5869","4.11","2564","68.8%","56.8%","451","","555","57.1%","1006","55.1%","1559","57.9%","-2.9pp"
"Deconstruction Hammer","W","C","88656","7.36","14217","9.99","11169","48.9%","56.0%","1812","56.0%","2351","54.3%","4163","55.0%","7005","56.6%","-1.6pp"
"Rumbling Rockslide","R","C","68948","4.96","13164","6.74","14119","79.7%","56.8%","2327","53.8%","3061","55.3%","5388","54.7%","8728","58.0%","-3.4pp"
"Scytheclaw Raptor","R","U","16287","2.92","5030","3.48","7106","96.3%","56.7%","1286","55.4%","1543","53.9%","2829","54.6%","4286","58.0%","-3.4pp"
"Quicksand Whirlpool","W","C","72644","5.28","10797","7.53","8462","60.9%","55.2%","1394","54.2%","1818","54.7%","3212","54.5%","5248","55.6%","-1.1pp"
"Oltec Archaeologists","W","C","87844","7.32","11392","10.44","4643","29.8%","55.2%","689","54.4%","1051","54.5%","1740","54.5%","2901","55.6%","-1.1pp"
"Goldfury Strider","R","U","31212","6.09","4936","8.30","5025","59.8%","55.5%","776","53.4%","1126","55.2%","1902","54.4%","3130","56.1%","-1.7pp"
"Careening Mine Cart","","U","23402","3.97","6787","4.95","5363","84.7%","56.3%","964","58.8%","1115","50.3%","2079","54.3%","3283","57.6%","-3.4pp"
"Seismic Monstrosaur","R","C","75662","5.54","10144","8.09","6645","56.1%","55.3%","1096","53.7%","1540","54.4%","2636","54.1%","4009","56.1%","-2.0pp"
"Master's Guide-Mural","WU","U","26582","4.14","8080","4.82","1851","40.4%","54.2%","284","","432","","716","54.1%","1132","54.4%","-0.4pp"
"Oteclan Landmark","W","C","83762","7.12","12264","9.89","8105","44.9%","55.7%","1441","52.7%","1655","55.2%","3096","54.0%","5013","56.7%","-2.7pp"
"Promising Vein","","B","73799","6.01","9748","8.64","2728","51.0%","53.8%","514","55.6%","626","52.7%","1140","54.0%","1586","53.7%","0.4pp"
"Hidden Volcano","","B","73167","6.00","11580","8.50","13000","89.8%","56.8%","2221","57.0%","2760","51.6%","4981","54.0%","8017","58.5%","-4.5pp"
"Mischievous Pup","W","U","25336","4.62","5830","5.81","6997","83.5%","56.6%","1202","50.9%","1496","56.1%","2698","53.8%","4299","58.3%","-4.5pp"
"Kutzil's Flanker","W","R","3366","1.95","1659","2.00","2106","97.3%","55.5%","376","","467","","843","53.6%","1263","56.7%","-3.1pp"
"Enterprising Scallywag","R","U","21576","3.86","5432","4.73","6351","89.7%","55.9%","1141","55.5%","1313","51.9%","2454","53.5%","3897","57.3%","-3.8pp"
"Curator of Sun's Creation","R","U","27782","5.50","3910","7.60","2445","45.1%","56.0%","382","","526","54.9%","908","53.5%","1539","57.4%","-3.9pp"
"Thousand Moons Infantry","W","C","90028","7.86","10116","11.47","3981","24.6%","53.5%","672","53.7%","860","53.3%","1532","53.5%","2451","53.4%","0.0pp"
"Adaptive Gemguard","W","C","76332","5.80","12881","7.97","14639","72.4%","55.5%","2379","51.8%","3318","54.6%","5697","53.4%","8961","56.8%","-3.3pp"
"Dauntless Dismantler","W","U","30118","5.84","4616","8.01","3445","52.7%","55.3%","585","55.9%","776","51.2%","1361","53.2%","2087","56.6%","-3.4pp"
"Cartographer's Companion","","C","86732","6.53","14432","9.04","6457","52.1%","55.4%","1081","52.5%","1427","53.3%","2508","53.0%","3949","56.8%","-3.9pp"
"Envoy of Okinec Ahau","W","C","82026","6.41","10486","9.33","8685","51.7%","55.3%","1471","54.6%","1896","51.7%","3367","53.0%","5321","56.7%","-3.7pp"
"Might of the Ancestors","W","U","30268","6.33","3626","9.19","1749","36.0%","54.7%","271","","384","","655","53.0%","1094","55.7%","-2.7pp"
"Glorifier of Suffering","W","C","76004","5.75","12409","7.92","12455","65.9%","55.1%","1985","52.4%","2755","52.8%","4740","52.6%","7718","56.5%","-3.9pp"
"Cosmium Blast","W","C","73527","5.43","10070","7.78","8126","58.4%","53.6%","1343","51.5%","1858","53.3%","3201","52.6%","4924","54.3%","-1.7pp"
"Dowsing Device","R","U","35750","5.76","6099","7.68","6169","63.8%","54.5%","1057","53.6%","1285","51.7%","2342","52.6%","3826","55.6%","-3.1pp"
"Family Reunion","W","C","90860","8.22","9977","11.97","2134","14.1%","54.3%","315","","425","","740","52.2%","1394","55.5%","-3.3pp"
"Brazen Blademaster","R","C","84883","6.90","12811","9.52","12083","57.9%","54.6%","2015","51.0%","2531","53.0%","4546","52.1%","7541","56.1%","-4.0pp"
"Thousand Moons Crackshot","W","C","90008","7.73","11128","10.95","6886","35.7%","55.7%","1172","50.7%","1429","52.7%","2601","51.8%","4285","58.1%","-6.3pp"
"Compass Gnome","","C","84049","6.11","12669","8.72","5018","49.2%","53.1%","924","53.5%","1031","50.0%","1955","51.7%","3061","54.0%","-2.4pp"
"Hotfoot Gnome","R","C","88142","7.34","11433","10.46","5835","36.0%","53.5%","977","51.4%","1245","51.1%","2222","51.2%","3614","54.9%","-3.7pp"
"Burning Sun Cavalry","R","C","83093","6.69","11588","9.34","3504","28.7%","52.7%","624","49.5%","708","50.0%","1332","49.8%","2172","54.5%","-4.7pp"
"Child of the Volcano","R","C","88792","7.48","9910","11.01","1853","15.6%","52.1%","292","","377","","669","49.3%","1184","53.7%","-4.4pp"
"Abuelo's Awakening","W","R","6905","4.16","1242","5.38","569","38.0%","51.0%","76","","124","","200","","369","",""
"Bat Colony","W","U","30953","6.45","4208","8.89","795","20.7%","49.8%","154","","188","","342","","453","",""
"Fabrication Foundry","W","R","9429","5.50","1338","7.97","32","","","2","","9","","11","","21","",""
"Get Lost","W","R","4052","2.45","1113","2.60","1092","85.5%","54.4%","187","","226","","413","","679","55.5%",""
"Ojer Taq, Deepest Foundation","W","M","1122","1.41","736","1.38","962","89.9%","57.3%","168","","211","","379","","583","57.3%",""
"Resplendent Angel","W","M","1126","1.39","833","1.34","1232","100.0%","59.1%","199","","292","","491","","743","58.3%",""
"Akal Pakal, First Among Equals","U","R","3183","1.92","2115","1.89","196","","","29","","45","","74","","123","",""
"Ancestral Reminiscence","U","C","92248","8.48","11962","11.86","34","0.7%","","4","","7","","11","","23","",""
"Brackish Blunder","U","C","82857","6.48","16517","8.52","1","0.0%","","0","","1","","1","","0","",""
"Braided Net","U","R","4422","2.63","2053","2.69","67","","","11","","18","","29","","40","",""
"Chart a Course","U","U","24674","4.55","6481","5.58","18","1.3%","","5","","4","","9","","9","",""
"Cogwork Wrestler","U","C","84927","6.98","18368","8.74","5","0.1%","","1","","2","","3","","2","",""
"Confounding Riddle","U","U","27299","5.08","5659","6.63","8","0.6%","","2","","1","","3","","5","",""
"Council of Echoes","U","U","25603","4.85","5331","6.14","0","0.0%","","0","","0","","0","","0","",""
"Didact Echo","U","C","89226","7.61","12481","10.70","6","0.2%","","1","","3","","4","","2","",""
"Eaten by Piranhas","U","U","24382","4.54","5405","5.85","8","0.9%","","1","","1","","2","","6","",""
"The Enigma Jewel","U","M","3362","3.96","470","5.48","0","","","0","","0","","0","","0","",""
"The Everflowing Well","U","R","4111","2.53","1645","2.62","22","","","6","","6","","12","","10","",""
"Frilled Cave-Wurm","U","C","92096","8.54","10651","12.21","0","0.0%","","0","","0","","0","","0","",""
"Hermitic Nautilus","U","U","27257","5.16","6473","6.49","11","0.7%","","3","","1","","4","","7","",""
"Hurl into History","U","U","31436","6.29","5333","8.44","0","0.0%","","0","","0","","0","","0","",""
"Inverted Iceberg","U","C","76036","5.99","17720","7.56","33","0.8%","","4","","7","","11","","22","",""
"Kitesail Larcenist","U","R","2795","1.72","1946","1.69","159","","","29","","34","","63","","96","",""
"Lodestone Needle","U","U","27505","4.25","8736","4.98","98","5.7%","","20","","15","","35","","63","",""
"Malcolm, Alluring Scoundrel","U","R","2686","1.64","1870","1.59","53","","","5","","15","","20","","33","",""
"Marauding Brinefang","U","C","85697","6.90","11537","9.93","52","1.7%","","10","","11","","21","","31","",""
"Merfolk Cave-Diver","U","U","29800","6.24","4493","8.55","0","0.0%","","0","","0","","0","","0","",""
"Oaken Siren","U","C","71616","5.37","18614","6.63","20","0.5%","","2","","1","","3","","17","",""
"Ojer Pakpatiq, Deepest Epoch","U","M","1150","1.37","871","1.31","1","","","0","","0","","0","","1","",""
"Orazca Puzzle-Door","U","C","90290","7.83","16113","10.33","10","0.2%","","1","","1","","2","","8","",""
"Out of Air","U","C","90128","8.07","12556","11.23","0","0.0%","","0","","0","","0","","0","",""
"Pirate Hat","U","C","91004","8.43","14332","11.31","13","0.2%","","2","","5","","7","","6","",""
"Relic's Roar","U","C","94182","9.30","12489","12.69","0","0.0%","","0","","0","","0","","0","",""
"River Herald Scout","U","C","74797","5.58","16715","7.25","4","0.1%","","0","","2","","2","","2","",""
"Sage of Days","U","C","89679","8.00","12851","11.05","7","0.2%","","2","","1","","3","","4","",""
"Self-Reflection","U","U","33071","6.98","4723","9.78","0","0.0%","","0","","0","","0","","0","",""
"Shipwreck Sentry","U","C","87857","7.59","15892","9.99","8","0.2%","","2","","2","","4","","4","",""
"Sinuous Benthisaur","U","U","33094","6.83","4766","9.33","99","5.1%","","13","","24","","37","","60","",""
"Song of Stupefaction","U","C","92230","8.85","11863","12.32","0","0.0%","","0","","0","","0","","0","",""
"Spyglass Siren","U","U","17780","3.19","7761","3.56","13","1.0%","","4","","4","","8","","5","",""
"Staunch Crewmate","U","U","23134","4.26","7773","4.77","15","0.8%","","2","","2","","4","","11","",""
"Tishana's Tidebinder","U","R","3903","2.26","1758","2.33","0","","","0","","0","","0","","0","",""
"Unlucky Drop","U","C","91237","8.18","16587","10.54","1","0.0%","","0","","0","","0","","1","",""
"Waterlogged Hulk","U","U","40679","7.28","6186","9.99","0","0.0%","","0","","0","","0","","0","",""
"Waterwind Scout","U","C","57094","4.04","20442","4.69","108","3.0%","","18","","31","","49","","58","",""
"Waylaying Pirates","U","C","84589","6.87","16393","8.99","0","0.0%","","0","","0","","0","","0","",""
"Zoetic Glyph","U","U","20208","3.75","8636","3.97","232","13.0%","","42","","52","","94","","137","",""
"Abyssal Gorestalker","B","U","30007","6.03","3225","8.90","0","0.0%","","0","","0","","0","","0","",""
"Aclazotz, Deepest Betrayal","B","M","983","1.19","794","1.16","50","","","9","","12","","21","","29","",""
"Another Chance","B","C","84921","6.85","11257","9.57","31","1.1%","","5","","6","","11","","20","",""
"Bitter Triumph","B","U","14137","2.58","4622","2.95","50","7.2%","","9","","13","","22","","28","",""
"Bloodthorn Flail","B","U","35000","7.64","4047","11.06","0","0.0%","","0","","0","","0","","0","",""
"Bringer of the Last Gift","B","R","4315","2.75","1172","2.87","0","","","0","","0","","0","","0","",""
"Broodrage Mycoid","B","C","77334","5.88","9316","8.46","5","0.3%","","1","","2","","3","","2","",""
"Canonized in Blood","B","U","27546","5.52","2796","8.24","3","0.4%","","1","","0","","1","","2","",""
"Chupacabra Echo","B","U","13942","2.51","5113","2.84","0","0.0%","","0","","0","","0","","0","",""
"Corpses of the Lost","B","R","3423","2.13","1618","2.10","50","","","10","","8","","18","","32","",""
"Dead Weight","B","C","61248","4.32","12804","5.54","0","0.0%","","0","","0","","0","","0","",""
"Deathcap Marionette","B","C","74771","5.54","11313","7.55","4","0.2%","","0","","0","","0","","4","",""
"Deep Goblin Skulltaker","B","C","78492","6.08","8548","8.86","0","0.0%","","0","","0","","0","","0","",""
"Deep-Cavern Bat","B","U","17360","3.16","5507","3.67","4","0.4%","","1","","1","","2","","2","",""
"Echo of Dusk","B","C","78796","5.93","9761","8.45","0","0.0%","","0","","0","","0","","0","",""
"Fanatical Offering","B","C","80284","6.29","10891","8.78","0","0.0%","","0","","0","","0","","0","",""
"Gargantuan Leech","B","U","31050","6.32","3704","8.92","96","6.7%","","24","","22","","46","","50","",""
"Grasping Shadows","B","U","30300","4.74","4878","6.31","21","1.7%","","3","","8","","11","","10","",""
"Greedy Freebooter","B","C","82951","6.75","9268","9.83","0","0.0%","","0","","0","","0","","0","",""
"Join the Dead","B","C","44708","3.17","11930","3.82","0","0.0%","","0","","0","","0","","0","",""
"Malicious Eclipse","B","U","30295","6.21","3117","9.28","0","0.0%","","0","","0","","0","","0","",""
"Mephitic Draught","B","C","84205","6.83","11002","9.51","12","0.4%","","2","","1","","3","","9","",""
"Preacher of the Schism","B","R","2553","1.50","1650","1.45","186","","","40","","35","","75","","111","",""
"Primordial Gnawer","B","C","88475","7.55","9451","11.01","8","0.3%","","3","","1","","4","","4","",""
"Queen's Bay Paladin","B","R","4253","2.67","1264","2.71","0","","","0","","0","","0","","0","",""
"Rampaging Spiketail","B","C","77886","5.81","9757","8.29","12","0.6%","","0","","5","","5","","7","",""
"Ray of Ruin","B","C","76503","5.81","9134","8.37","46","2.5%","","7","","15","","22","","24","",""
"Screaming Phantom","B","C","82012","6.52","9617","9.30","0","0.0%","","0","","0","","0","","0","",""
"Skullcap Snail","B","C","72667","5.29","12431","7.06","0","0.0%","","0","","0","","0","","0","",""
"Soulcoil Viper","B","U","23046","4.31","3952","5.55","7","1.0%","","1","","2","","3","","4","",""
"Stalactite Stalker","B","R","3139","1.91","1438","1.89","0","","","0","","0","","0","","0","",""
"Starving Revenant","B","R","2970","1.78","1519","1.76","0","","","0","","0","","0","","0","",""
"Stinging Cave Crawler","B","U","19694","3.48","4096","4.36","0","0.0%","","0","","0","","0","","0","",""
"Synapse Necromage","B","U","24369","4.44","4499","5.76","3","0.3%","","0","","1","","1","","2","",""
"Tarrian's Journal","B","R","3289","2.03","1460","2.02","67","","","6","","18","","24","","43","",""
"Terror Tide","B","R","3387","2.02","1399","1.96","0","","","0","","0","","0","","0","",""
"Tithing Blade","B","C","65254","4.91","10146","6.71","24","1.2%","","2","","7","","9","","15","",""
"Visage of Dread","B","U","27821","4.14","5722","5.30","0","0.0%","","0","","0","","0","","0","",""
"Vito's Inquisitor","B","C","86088","7.30","9139","10.63","0","0.0%","","0","","0","","0","","0","",""
"Calamitous Cave-In","R","U","34046","7.18","4923","9.66","446","11.1%","","76","","103","","179","","265","",""
"Hit the Mother Lode","R","R","8879","5.13","1073","7.97","74","7.6%","","10","","16","","26","","48","",""
"Ojer Axonil, Deepest Might","R","M","1321","1.50","829","1.47","1271","97.9%","57.3%","217","","281","","498","","776","56.4%",""
"Tectonic Hazard","R","C","93337","9.19","9849","13.21","231","2.0%","","40","","56","","96","","135","",""
"Zoyowa's Justice","R","U","34835","7.82","3941","11.47","443","9.8%","","78","","106","","184","","259","",""
"Armored Kincaller","G","C","72779","5.40","10103","7.44","28","1.5%","","6","","4","","10","","18","",""
"Basking Capybara","G","C","87304","7.22","8855","10.51","0","0.0%","","0","","0","","0","","0","",""
"Bedrock Tortoise","G","R","2893","1.76","1429","1.69","34","","","5","","7","","12","","22","",""
"Cavern Stomper","G","C","75596","5.76","8982","8.21","3","0.2%","","0","","1","","1","","2","",""
"Cenote Scout","G","U","21613","3.87","4594","4.82","0","0.0%","","0","","0","","0","","0","",""
"Coati Scavenger","G","U","24162","4.45","3945","5.81","14","2.1%","","3","","2","","5","","9","",""
"Colossadactyl","G","U","17227","3.08","3826","3.77","0","","","0","","0","","0","","0","",""
"Disturbed Slumber","G","C","92462","8.91","8422","13.05","0","0.0%","","0","","0","","0","","0","",""
"Earthshaker Dreadmaw","G","U","17299","3.23","3700","3.84","0","","","0","","0","","0","","0","",""
"Explorer's Cache","G","U","27983","5.34","4179","7.16","20","1.3%","","4","","3","","7","","13","",""
"Ghalta, Stampede Tyrant","G","M","1631","1.94","450","2.08","0","","","0","","0","","0","","0","",""
"Glimpse the Core","G","U","28749","5.59","3305","7.98","3","0.4%","","2","","0","","2","","1","",""
"Glowcap Lantern","G","U","28802","5.78","3140","8.47","4","0.3%","","0","","1","","1","","3","",""
"Growing Rites of Itlimoc","G","R","5398","3.26","740","4.20","7","","","2","","1","","3","","4","",""
"Huatli, Poet of Unity","G","M","1098","1.38","812","1.33","222","","","34","","48","","82","","140","",""
"Huatli's Final Strike","G","C","63359","4.49","10509","5.86","34","1.9%","","5","","5","","10","","24","",""
"Hulking Raptor","G","R","2568","1.54","1280","1.51","0","","","0","","0","","0","","0","",""
"In the Presence of Ages","G","C","91258","8.18","8860","11.93","0","0.0%","","0","","0","","0","","0","",""
"Intrepid Paleontologist","G","R","2859","1.75","1378","1.71","25","","","3","","6","","9","","16","",""
"Ixalli's Lorekeeper","G","U","25099","4.99","3576","6.68","0","0.0%","","0","","0","","0","","0","",""
"Jade Seedstones","G","U","32117","4.95","4512","6.85","9","0.8%","","2","","1","","3","","6","",""
"Jadelight Spelunker","G","R","2838","1.75","1461","1.69","43","","","12","","7","","19","","24","",""
"Kaslem's Stonetree","G","C","84862","7.58","8028","11.25","20","0.7%","","3","","5","","8","","12","",""
"Malamet Battle Glyph","G","U","21063","3.75","4179","4.71","5","0.7%","","1","","1","","2","","3","",""
"Malamet Brawler","G","C","87954","7.44","9349","10.67","0","0.0%","","0","","0","","0","","0","",""
"Malamet Scythe","G","C","90162","8.02","9065","11.67","6","0.2%","","0","","3","","3","","3","",""
"Malamet Veteran","G","C","85109","6.95","8150","10.39","12","0.5%","","1","","2","","3","","9","",""
"Mineshaft Spider","G","C","88130","7.49","8741","10.96","9","0.4%","","0","","1","","1","","8","",""
"Nurturing Bristleback","G","C","72560","5.35","9082","7.66","62","3.8%","","9","","18","","27","","33","",""
"Ojer Kaslem, Deepest Growth","G","M","1028","1.27","726","1.20","11","","","1","","2","","3","","8","",""
"Over the Edge","G","C","85179","7.03","8054","10.42","0","0.0%","","0","","0","","0","","0","",""
"Pathfinding Axejaw","G","C","62688","4.41","10177","5.87","1","0.1%","","0","","1","","1","","0","",""
"Poison Dart Frog","G","C","56780","3.99","10276","5.11","20","1.9%","","0","","7","","7","","13","",""
"Pugnacious Hammerskull","G","R","2708","1.64","1464","1.60","36","","","6","","11","","17","","20","",""
"River Herald Guide","G","C","74485","5.57","10575","7.60","11","0.6%","","1","","3","","4","","7","",""
"Seeker of Sunlight","G","C","85815","7.29","7475","11.00","5","0.2%","","0","","0","","0","","5","",""
"Sentinel of the Nameless City","G","R","2598","1.57","1611","1.50","119","","","24","","26","","50","","70","",""
