"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Clay-Fired Bricks","W","U","22423","3.34","8089","3.75","16","","","1","","2","","3","","13","",""
"Cosmium Blast","W","C","73527","5.43","10070","7.78","17","2.7%","","5","","5","","10","","7","",""
"Dauntless Dismantler","W","U","30118","5.84","4616","8.01","0","0.0%","","0","","0","","0","","0","",""
"Deconstruction Hammer","W","C","88656","7.36","14217","9.99","6","0.4%","","2","","2","","4","","2","",""
"Dusk Rose Reliquary","W","U","18858","3.41","6120","4.01","35","","","7","","8","","15","","18","",""
"Envoy of Okinec Ahau","W","C","82026","6.41","10486","9.33","7","0.8%","","1","","3","","4","","3","",""
"Fabrication Foundry","W","R","9429","5.50","1338","7.97","0","","","0","","0","","0","","0","",""
"Family Reunion","W","C","90860","8.22","9977","11.97","0","0.0%","","0","","0","","0","","0","",""
"Get Lost","W","R","4052","2.45","1113","2.60","12","","","0","","5","","5","","7","",""
"Glorifier of Suffering","W","C","76004","5.75","12409","7.92","2","0.2%","","0","","1","","1","","1","",""
"Guardian of the Great Door","W","U","18149","3.31","5999","3.83","0","","","0","","0","","0","","0","",""
"Helping Hand","W","U","30615","6.14","4302","8.67","0","","","0","","0","","0","","0","",""
"Ironpaw Aspirant","W","C","75928","5.62","16017","7.28","6","0.8%","","0","","2","","2","","4","",""
"Kinjalli's Dawnrunner","W","U","19801","3.58","5671","4.30","6","","","0","","3","","3","","3","",""
"Kutzil's Flanker","W","R","3366","1.95","1659","2.00","3","","","0","","1","","1","","2","",""
"Malamet War Scribe","W","U","23476","4.39","5060","5.55","0","","","0","","0","","0","","0","",""
"Market Gnome","W","U","23865","4.32","5349","5.36","0","","","0","","0","","0","","0","",""
"Might of the Ancestors","W","U","30268","6.33","3626","9.19","0","","","0","","0","","0","","0","",""
"Miner's Guidewing","W","C","71999","5.20","16479","6.55","0","0.0%","","0","","0","","0","","0","",""
"Mischievous Pup","W","U","25336","4.62","5830","5.81","14","","","0","","5","","5","","8","",""
"Ojer Taq, Deepest Foundation","W","M","1122","1.41","736","1.38","12","","","2","","2","","4","","8","",""
"Oltec Archaeologists","W","C","87844","7.32","11392","10.44","8","0.6%","","0","","3","","3","","5","",""
"Oltec Cloud Guard","W","C","57145","3.93","17548","4.73","29","3.5%","","2","","8","","10","","19","",""
"Oteclan Landmark","W","C","83762","7.12","12264","9.89","0","0.0%","","0","","0","","0","","0","",""
"Petrify","W","C","55434","3.77","14254","4.82","87","10.3%","","13","","17","","30","","55","",""
"Quicksand Whirlpool","W","C","72644","5.28","10797","7.53","81","8.8%","","12","","12","","24","","56","",""
"Resplendent Angel","W","M","1126","1.39","833","1.34","5","","","1","","1","","2","","2","",""
"Ruin-Lurker Bat","W","U","19724","3.58","6704","4.08","0","","","0","","0","","0","","0","",""
"Sanguine Evangelist","W","R","2659","1.68","1881","1.66","67","","","14","","14","","28","","39","",""
"Soaring Sandwing","W","C","80016","5.98","11532","8.66","123","8.3%","","24","","26","","50","","72","",""
"Spring-Loaded Sawblades","W","U","17881","2.66","7324","3.02","49","","","21","","8","","29","","20","",""
"Thousand Moons Crackshot","W","C","90008","7.73","11128","10.95","5","0.4%","","1","","2","","3","","2","",""
"Thousand Moons Infantry","W","C","90028","7.86","10116","11.47","0","0.0%","","0","","0","","0","","0","",""
"Thousand Moons Smithy","W","R","2488","1.48","1834","1.42","19","","","3","","3","","6","","12","",""
"Tinker's Tote","W","C","63084","4.45","17342","5.54","8","1.2%","","1","","4","","5","","3","",""
"Unstable Glyphbridge","W","R","2763","1.70","1874","1.70","19","","","4","","5","","9","","10","",""
"Vanguard of the Rose","W","U","25193","4.68","6323","5.75","2","","","1","","0","","1","","1","",""
"Warden of the Inner Sky","W","R","2997","1.80","1819","1.78","5","","","3","","0","","3","","2","",""
"Akal Pakal, First Among Equals","U","R","3183","1.92","2115","1.89","9","","","2","","2","","4","","5","",""
"Ancestral Reminiscence","U","C","92248","8.48","11962","11.86","36","1.7%","","7","","6","","13","","23","",""
"Brackish Blunder","U","C","82857","6.48","16517","8.52","16","1.1%","","6","","5","","11","","5","",""
"Braided Net","U","R","4422","2.63","2053","2.69","11","","","2","","5","","7","","5","",""
"Chart a Course","U","U","24674","4.55","6481","5.58","0","","","0","","0","","0","","0","",""
"Cogwork Wrestler","U","C","84927","6.98","18368","8.74","0","0.0%","","0","","0","","0","","0","",""
"Confounding Riddle","U","U","27299","5.08","5659","6.63","16","2.8%","","2","","4","","6","","10","",""
"Council of Echoes","U","U","25603","4.85","5331","6.14","6","1.1%","","0","","2","","2","","4","",""
"Didact Echo","U","C","89226","7.61","12481","10.70","74","4.0%","","16","","16","","32","","42","",""
"Eaten by Piranhas","U","U","24382","4.54","5405","5.85","20","3.6%","","1","","6","","7","","13","",""
"The Enigma Jewel","U","M","3362","3.96","470","5.48","0","","","0","","0","","0","","0","",""
"The Everflowing Well","U","R","4111","2.53","1645","2.62","34","","","5","","8","","13","","21","",""
"Frilled Cave-Wurm","U","C","92096","8.54","10651","12.21","0","0.0%","","0","","0","","0","","0","",""
"Hermitic Nautilus","U","U","27257","5.16","6473","6.49","2","","","0","","0","","0","","2","",""
"Hurl into History","U","U","31436","6.29","5333","8.44","0","0.0%","","0","","0","","0","","0","",""
"Inverted Iceberg","U","C","76036","5.99","17720","7.56","3","0.2%","","0","","2","","2","","1","",""
"Kitesail Larcenist","U","R","2795","1.72","1946","1.69","65","","","14","","15","","29","","35","",""
"Lodestone Needle","U","U","27505","4.25","8736","4.98","14","","","2","","2","","4","","10","",""
"Malcolm, Alluring Scoundrel","U","R","2686","1.64","1870","1.59","8","","","0","","3","","3","","5","",""
"Marauding Brinefang","U","C","85697","6.90","11537","9.93","264","12.9%","","38","","70","","108","","155","",""
"Merfolk Cave-Diver","U","U","29800","6.24","4493","8.55","2","0.3%","","1","","0","","1","","1","",""
"Oaken Siren","U","C","71616","5.37","18614","6.63","18","2.1%","","3","","5","","8","","10","",""
"Ojer Pakpatiq, Deepest Epoch","U","M","1150","1.37","871","1.31","4","","","3","","1","","4","","0","",""
"Orazca Puzzle-Door","U","C","90290","7.83","16113","10.33","0","0.0%","","0","","0","","0","","0","",""
"Out of Air","U","C","90128","8.07","12556","11.23","0","0.0%","","0","","0","","0","","0","",""
"Pirate Hat","U","C","91004","8.43","14332","11.31","0","0.0%","","0","","0","","0","","0","",""
"Relic's Roar","U","C","94182","9.30","12489","12.69","0","0.0%","","0","","0","","0","","0","",""
"River Herald Scout","U","C","74797","5.58","16715","7.25","24","2.0%","","3","","2","","5","","19","",""
"Sage of Days","U","C","89679","8.00","12851","11.05","27","1.4%","","5","","6","","11","","15","",""
"Self-Reflection","U","U","33071","6.98","4723","9.78","34","3.6%","","8","","3","","11","","23","",""
"Shipwreck Sentry","U","C","87857","7.59","15892","9.99","7","0.5%","","1","","2","","3","","4","",""
"Sinuous Benthisaur","U","U","33094","6.83","4766","9.33","313","24.6%","","45","","83","","128","","175","",""
"Song of Stupefaction","U","C","92230","8.85","11863","12.32","8","0.3%","","2","","1","","3","","5","",""
"Spyglass Siren","U","U","17780","3.19","7761","3.56","28","","","5","","10","","15","","13","",""
"Staunch Crewmate","U","U","23134","4.26","7773","4.77","0","","","0","","0","","0","","0","",""
"Tishana's Tidebinder","U","R","3903","2.26","1758","2.33","11","","","0","","4","","4","","7","",""
"Unlucky Drop","U","C","91237","8.18","16587","10.54","0","0.0%","","0","","0","","0","","0","",""
"Waterlogged Hulk","U","U","40679","7.28","6186","9.99","16","1.3%","","3","","4","","7","","9","",""
"Waterwind Scout","U","C","57094","4.04","20442","4.69","42","3.3%","","10","","12","","22","","19","",""
"Waylaying Pirates","U","C","84589","6.87","16393","8.99","38","3.3%","","7","","6","","13","","25","",""
