"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Broodrage Mycoid","B","C","77334","5.88","9316","8.46","6232","63.8%","51.0%","1020","50.1%","1691","53.2%","2711","52.0%","3484","50.1%","1.9pp"
"Ancestral Reminiscence","U","C","92248","8.48","11962","11.86","2351","24.7%","51.5%","380","","665","53.8%","1045","51.7%","1278","51.2%","0.5pp"
"Screaming Phantom","B","C","82012","6.52","9617","9.30","8168","66.4%","52.0%","1344","51.2%","2111","51.8%","3455","51.5%","4663","52.4%","-0.8pp"
"Waterlogged Hulk","U","U","40679","7.28","6186","9.99","4713","64.9%","51.3%","803","50.8%","1239","51.9%","2042","51.5%","2609","51.2%","0.3pp"
"Frilled Cave-Wurm","U","C","92096","8.54","10651","12.21","4386","41.1%","51.1%","720","50.0%","1260","51.4%","1980","50.9%","2367","51.0%","-0.1pp"
"Braided Net","U","R","4422","2.63","2053","2.69","1440","92.4%","50.3%","246","","432","","678","50.7%","778","49.2%","1.5pp"
"Vito's Inquisitor","B","C","86088","7.30","9139","10.63","2821","35.4%","49.1%","480","","780","51.8%","1260","50.7%","1548","47.9%","2.8pp"
"Compass Gnome","","C","84049","6.11","12669","8.72","1922","39.1%","51.9%","353","","461","","814","50.6%","1086","52.8%","-2.1pp"
"Tarrian's Journal","B","R","3289","2.03","1460","2.02","1293","93.8%","50.0%","230","","380","","610","50.5%","657","49.3%","1.2pp"
"Canonized in Blood","B","U","27546","5.52","2796","8.24","1242","46.6%","48.1%","220","","331","","551","50.3%","680","46.5%","3.8pp"
"Acolyte of Aclazotz","B","C","86952","7.36","10000","10.42","3193","37.0%","48.6%","560","47.1%","841","49.3%","1401","48.5%","1775","48.9%","-0.4pp"
"Pirate Hat","U","C","91004","8.43","14332","11.31","1348","17.5%","47.6%","215","","339","","554","48.0%","762","47.1%","0.9pp"
"Grasping Shadows","B","U","30300","4.74","4878","6.31","3654","73.2%","50.2%","561","44.0%","1042","49.6%","1603","47.7%","2019","52.2%","-4.5pp"
"Abuelo's Awakening","W","R","6905","4.16","1242","5.38","10","","","3","","2","","5","","5","",""
"Acrobatic Leap","W","C","93048","8.74","12235","12.08","0","0.0%","","0","","0","","0","","0","",""
"Adaptive Gemguard","W","C","76332","5.80","12881","7.97","15","1.3%","","1","","4","","5","","10","",""
"Attentive Sunscribe","W","C","80634","6.02","13795","8.26","0","0.0%","","0","","0","","0","","0","",""
"Bat Colony","W","U","30953","6.45","4208","8.89","151","12.5%","","26","","38","","64","","80","",""
"Clay-Fired Bricks","W","U","22423","3.34","8089","3.75","42","4.8%","","7","","10","","17","","24","",""
"Cosmium Blast","W","C","73527","5.43","10070","7.78","11","1.3%","","2","","1","","3","","8","",""
"Dauntless Dismantler","W","U","30118","5.84","4616","8.01","0","","","0","","0","","0","","0","",""
"Deconstruction Hammer","W","C","88656","7.36","14217","9.99","0","0.0%","","0","","0","","0","","0","",""
"Dusk Rose Reliquary","W","U","18858","3.41","6120","4.01","21","3.5%","","3","","6","","9","","12","",""
"Envoy of Okinec Ahau","W","C","82026","6.41","10486","9.33","0","0.0%","","0","","0","","0","","0","",""
"Fabrication Foundry","W","R","9429","5.50","1338","7.97","0","","","0","","0","","0","","0","",""
"Family Reunion","W","C","90860","8.22","9977","11.97","0","0.0%","","0","","0","","0","","0","",""
"Get Lost","W","R","4052","2.45","1113","2.60","18","","","3","","5","","8","","10","",""
"Glorifier of Suffering","W","C","76004","5.75","12409","7.92","26","2.2%","","6","","7","","13","","13","",""
"Guardian of the Great Door","W","U","18149","3.31","5999","3.83","0","","","0","","0","","0","","0","",""
"Helping Hand","W","U","30615","6.14","4302","8.67","0","0.0%","","0","","0","","0","","0","",""
"Ironpaw Aspirant","W","C","75928","5.62","16017","7.28","4","0.3%","","1","","0","","1","","3","",""
"Kinjalli's Dawnrunner","W","U","19801","3.58","5671","4.30","4","0.8%","","0","","4","","4","","0","",""
"Kutzil's Flanker","W","R","3366","1.95","1659","2.00","15","","","3","","4","","7","","8","",""
"Malamet War Scribe","W","U","23476","4.39","5060","5.55","0","","","0","","0","","0","","0","",""
"Market Gnome","W","U","23865","4.32","5349","5.36","9","1.8%","","3","","2","","5","","4","",""
"Might of the Ancestors","W","U","30268","6.33","3626","9.19","0","0.0%","","0","","0","","0","","0","",""
"Miner's Guidewing","W","C","71999","5.20","16479","6.55","0","0.0%","","0","","0","","0","","0","",""
"Mischievous Pup","W","U","25336","4.62","5830","5.81","13","1.9%","","0","","2","","2","","8","",""
"Ojer Taq, Deepest Foundation","W","M","1122","1.41","736","1.38","8","","","2","","1","","3","","5","",""
"Oltec Archaeologists","W","C","87844","7.32","11392","10.44","15","0.8%","","4","","2","","6","","9","",""
"Oltec Cloud Guard","W","C","57145","3.93","17548","4.73","42","3.0%","","7","","10","","17","","25","",""
"Oteclan Landmark","W","C","83762","7.12","12264","9.89","4","0.2%","","0","","1","","1","","3","",""
"Petrify","W","C","55434","3.77","14254","4.82","78","6.5%","","15","","14","","29","","45","",""
"Quicksand Whirlpool","W","C","72644","5.28","10797","7.53","44","5.1%","","7","","15","","22","","21","",""
"Resplendent Angel","W","M","1126","1.39","833","1.34","0","","","0","","0","","0","","0","",""
"Ruin-Lurker Bat","W","U","19724","3.58","6704","4.08","3","0.5%","","0","","1","","1","","2","",""
"Sanguine Evangelist","W","R","2659","1.68","1881","1.66","55","","","7","","21","","28","","26","",""
"Soaring Sandwing","W","C","80016","5.98","11532","8.66","121","8.9%","","18","","39","","57","","64","",""
"Spring-Loaded Sawblades","W","U","17881","2.66","7324","3.02","76","10.1%","","17","","18","","35","","37","",""
"Thousand Moons Crackshot","W","C","90008","7.73","11128","10.95","0","0.0%","","0","","0","","0","","0","",""
"Thousand Moons Infantry","W","C","90028","7.86","10116","11.47","4","0.3%","","0","","1","","1","","3","",""
"Thousand Moons Smithy","W","R","2488","1.48","1834","1.42","14","","","1","","5","","6","","8","",""
"Tinker's Tote","W","C","63084","4.45","17342","5.54","17","1.3%","","4","","2","","6","","11","",""
"Unstable Glyphbridge","W","R","2763","1.70","1874","1.70","34","","","10","","5","","15","","18","",""
"Vanguard of the Rose","W","U","25193","4.68","6323","5.75","8","0.9%","","2","","2","","4","","4","",""
"Warden of the Inner Sky","W","R","2997","1.80","1819","1.78","7","","","1","","2","","3","","4","",""
"The Enigma Jewel","U","M","3362","3.96","470","5.48","35","","","8","","6","","14","","21","",""
"Ojer Pakpatiq, Deepest Epoch","U","M","1150","1.37","871","1.31","931","100.0%","53.0%","152","","279","","431","","488","",""
"Relic's Roar","U","C","94182","9.30","12489","12.69","469","6.1%","","68","","135","","203","","264","",""
"Aclazotz, Deepest Betrayal","B","M","983","1.19","794","1.16","1016","100.0%","62.4%","167","","322","","489","","512","53.1%",""
"Bloodthorn Flail","B","U","35000","7.64","4047","11.06","612","22.5%","48.9%","116","","148","","264","","344","",""
"Bringer of the Last Gift","B","R","4315","2.75","1172","2.87","1143","85.4%","54.9%","172","","303","","475","","655","50.7%",""
"Queen's Bay Paladin","B","R","4253","2.67","1264","2.71","666","57.1%","45.6%","108","","171","","279","","384","",""
"Abrade","R","C","40002","2.81","16888","3.25","290","17.3%","","47","","72","","119","","165","",""
"Ancestors' Aid","R","C","88740","7.57","12510","10.54","0","0.0%","","0","","0","","0","","0","",""
"Belligerent Yearling","R","U","16451","3.02","5308","3.49","7","","","2","","0","","2","","5","",""
"Bonehoard Dracosaur","R","M","970","1.15","877","1.13","42","","","5","","14","","19","","24","",""
"Brass's Tunnel-Grinder","R","R","3588","2.16","1554","2.20","90","","","14","","26","","40","","48","",""
"Brazen Blademaster","R","C","84883","6.90","12811","9.52","0","0.0%","","0","","0","","0","","0","",""
"Breeches, Eager Pillager","R","R","2399","1.48","1819","1.44","40","","","12","","10","","22","","17","",""
"Burning Sun Cavalry","R","C","83093","6.69","11588","9.34","0","0.0%","","0","","0","","0","","0","",""
"Calamitous Cave-In","R","U","34046","7.18","4923","9.66","155","11.3%","","18","","51","","69","","85","",""
"Child of the Volcano","R","C","88792","7.48","9910","11.01","17","0.9%","","1","","1","","2","","13","",""
"Curator of Sun's Creation","R","U","27782","5.50","3910","7.60","6","1.1%","","2","","2","","4","","1","",""
"Daring Discovery","R","C","91769","8.51","11186","12.02","0","0.0%","","0","","0","","0","","0","",""
"Diamond Pick-Axe","R","U","21914","4.03","5881","4.79","12","","","4","","4","","8","","4","",""
"Dinotomaton","R","C","74435","5.46","11905","7.65","3","0.4%","","0","","1","","1","","2","",""
"Dire Flail","R","R","3681","2.22","2095","2.15","4","","","0","","1","","1","","3","",""
"Dowsing Device","R","U","35750","5.76","6099","7.68","0","0.0%","","0","","0","","0","","0","",""
"Dreadmaw's Ire","R","U","21998","3.93","6540","4.77","0","","","0","","0","","0","","0","",""
"Enterprising Scallywag","R","U","21576","3.86","5432","4.73","17","","","4","","5","","9","","8","",""
"Etali's Favor","R","C","82257","6.48","14326","8.55","2","0.1%","","1","","0","","1","","1","",""
"Geological Appraiser","R","U","15802","2.87","6606","3.23","0","0.0%","","0","","0","","0","","0","",""
"Goblin Tomb Raider","R","C","80856","6.38","17699","7.96","0","0.0%","","0","","0","","0","","0","",""
"Goldfury Strider","R","U","31212","6.09","4936","8.30","0","0.0%","","0","","0","","0","","0","",""
"Hit the Mother Lode","R","R","8879","5.13","1073","7.97","0","","","0","","0","","0","","0","",""
"Hotfoot Gnome","R","C","88142","7.34","11433","10.46","1","0.1%","","1","","0","","1","","0","",""
"Idol of the Deep King","R","C","70280","5.26","13720","7.05","9","0.8%","","2","","1","","3","","6","",""
"Inti, Seneschal of the Sun","R","R","2529","1.54","1837","1.52","30","","","8","","7","","15","","15","",""
"Magmatic Galleon","R","R","2629","1.61","1895","1.57","13","","","2","","0","","2","","11","",""
"Ojer Axonil, Deepest Might","R","M","1321","1.50","829","1.47","0","","","0","","0","","0","","0","",""
"Panicked Altisaur","R","C","76978","5.88","9994","8.59","16","2.1%","","6","","3","","9","","7","",""
"Plundering Pirate","R","C","69091","4.85","16068","6.27","25","2.2%","","5","","2","","7","","18","",""
"Poetic Ingenuity","R","R","3209","2.09","1669","2.00","38","","","8","","5","","13","","25","",""
"Rampaging Ceratops","R","U","24251","4.54","3741","6.28","1","","","0","","1","","1","","0","",""
"Rumbling Rockslide","R","C","68948","4.96","13164","6.74","19","1.8%","","3","","5","","8","","11","",""
"Saheeli's Lattice","R","U","32465","4.77","6824","6.16","4","0.6%","","0","","0","","0","","4","",""
"Scytheclaw Raptor","R","U","16287","2.92","5030","3.48","0","","","0","","0","","0","","0","",""
"Seismic Monstrosaur","R","C","75662","5.54","10144","8.09","42","4.0%","","3","","11","","14","","28","",""
"Sunfire Torch","R","C","80059","6.14","17467","7.81","7","0.5%","","1","","2","","3","","4","",""
"Sunshot Militia","R","C","80799","6.32","17149","8.07","5","0.3%","","0","","1","","1","","4","",""
"Tectonic Hazard","R","C","93337","9.19","9849","13.21","1","0.0%","","0","","0","","0","","1","",""
"Triumphant Chomp","R","U","18415","3.29","5588","3.93","6","","","0","","1","","1","","5","",""
"Trumpeting Carnosaur","R","R","2164","1.30","1751","1.28","78","","","12","","22","","34","","44","",""
"Volatile Wanderglyph","R","C","77861","5.65","16313","7.37","0","0.0%","","0","","0","","0","","0","",""
"Zoyowa's Justice","R","U","34835","7.82","3941","11.47","0","0.0%","","0","","0","","0","","0","",""
"Armored Kincaller","G","C","72779","5.40","10103","7.44","13","1.5%","","0","","4","","4","","9","",""
"Basking Capybara","G","C","87304","7.22","8855","10.51","0","0.0%","","0","","0","","0","","0","",""
"Bedrock Tortoise","G","R","2893","1.76","1429","1.69","77","","","15","","12","","27","","50","",""
"Cavern Stomper","G","C","75596","5.76","8982","8.21","10","1.0%","","1","","4","","5","","5","",""
"Cenote Scout","G","U","21613","3.87","4594","4.82","5","0.9%","","0","","3","","3","","2","",""
"Coati Scavenger","G","U","24162","4.45","3945","5.81","96","13.5%","","13","","23","","36","","60","",""
"Colossadactyl","G","U","17227","3.08","3826","3.77","0","","","0","","0","","0","","0","",""
"Disturbed Slumber","G","C","92462","8.91","8422","13.05","0","0.0%","","0","","0","","0","","0","",""
"Earthshaker Dreadmaw","G","U","17299","3.23","3700","3.84","1","","","0","","0","","0","","1","",""
"Explorer's Cache","G","U","27983","5.34","4179","7.16","4","0.8%","","2","","1","","3","","1","",""
"Ghalta, Stampede Tyrant","G","M","1631","1.94","450","2.08","16","","","2","","3","","5","","11","",""
"Glimpse the Core","G","U","28749","5.59","3305","7.98","0","0.0%","","0","","0","","0","","0","",""
"Glowcap Lantern","G","U","28802","5.78","3140","8.47","4","0.7%","","0","","3","","3","","1","",""
"Growing Rites of Itlimoc","G","R","5398","3.26","740","4.20","0","","","0","","0","","0","","0","",""
"Huatli, Poet of Unity","G","M","1098","1.38","812","1.33","9","","","1","","2","","3","","6","",""
"Huatli's Final Strike","G","C","63359","4.49","10509","5.86","26","3.0%","","4","","9","","13","","13","",""
"Hulking Raptor","G","R","2568","1.54","1280","1.51","9","","","1","","4","","5","","4","",""
"In the Presence of Ages","G","C","91258","8.18","8860","11.93","9","0.4%","","2","","1","","3","","6","",""
"Intrepid Paleontologist","G","R","2859","1.75","1378","1.71","0","","","0","","0","","0","","0","",""
"Ixalli's Lorekeeper","G","U","25099","4.99","3576","6.68","0","","","0","","0","","0","","0","",""
"Jade Seedstones","G","U","32117","4.95","4512","6.85","0","0.0%","","0","","0","","0","","0","",""
"Jadelight Spelunker","G","R","2838","1.75","1461","1.69","102","","","16","","27","","43","","57","",""
"Kaslem's Stonetree","G","C","84862","7.58","8028","11.25","19","1.0%","","4","","4","","8","","10","",""
"Malamet Battle Glyph","G","U","21063","3.75","4179","4.71","0","","","0","","0","","0","","0","",""
"Malamet Brawler","G","C","87954","7.44","9349","10.67","0","0.0%","","0","","0","","0","","0","",""
"Malamet Scythe","G","C","90162","8.02","9065","11.67","0","0.0%","","0","","0","","0","","0","",""
"Malamet Veteran","G","C","85109","6.95","8150","10.39","21","1.5%","","1","","10","","11","","10","",""
"Mineshaft Spider","G","C","88130","7.49","8741","10.96","0","0.0%","","0","","0","","0","","0","",""
"Nurturing Bristleback","G","C","72560","5.35","9082","7.66","105","9.7%","","18","","23","","41","","62","",""
"Ojer Kaslem, Deepest Growth","G","M","1028","1.27","726","1.20","4","","","0","","1","","1","","3","",""
"Over the Edge","G","C","85179","7.03","8054","10.42","1","0.1%","","0","","0","","0","","1","",""
"Pathfinding Axejaw","G","C","62688","4.41","10177","5.87","36","4.9%","","3","","9","","12","","23","",""
"Poison Dart Frog","G","C","56780","3.99","10276","5.11","20","2.3%","","0","","6","","6","","14","",""
"Pugnacious Hammerskull","G","R","2708","1.64","1464","1.60","9","","","1","","2","","3","","7","",""
"River Herald Guide","G","C","74485","5.57","10575","7.60","15","1.2%","","2","","4","","6","","9","",""
"Seeker of Sunlight","G","C","85815","7.29","7475","11.00","0","0.0%","","0","","0","","0","","0","",""
"Sentinel of the Nameless City","G","R","2598","1.57","1611","1.50","34","","","9","","10","","19","","15","",""
"The Skullspore Nexus","G","M","1240","1.55","684","1.47","6","","","0","","2","","2","","4","",""
"Spelunking","G","U","32683","6.90","3186","10.39","22","2.7%","","1","","9","","10","","12","",""
"Staggering Size","G","C","89148","7.74","9997","10.85","0","0.0%","","0","","0","","0","","0","",""
"Tendril of the Mycotyrant","G","U","23818","4.44","4260","5.61","0","0.0%","","0","","0","","0","","0","",""
"Thrashing Brontodon","G","U","17753","3.12","4259","3.76","0","","","0","","0","","0","","0","",""
"Twists and Turns","G","U","28604","4.44","4668","5.76","16","2.1%","","4","","5","","9","","7","",""
"Walk with the Ancestors","G","C","88693","7.65","8657","11.24","16","0.9%","","3","","3","","6","","10","",""
"Abuelo, Ancestral Echo","WU","R","4095","2.54","1882","2.46","254","44.5%","","35","","81","","116","","136","",""
"Akawalli, the Seething Tower","BG","U","22452","4.40","3566","5.65","425","30.7%","","65","","99","","164","","254","",""
"Amalia Benavides Aguirre","WB","R","5353","3.28","1171","3.83","26","","","5","","8","","13","","13","",""
"Anim Pakal, Thousandth Moon","WR","R","2972","1.84","1908","1.76","12","","","1","","3","","4","","8","",""
"Bartolomé del Presidio","WB","U","25858","5.12","4294","6.63","78","7.4%","","20","","20","","40","","37","",""
"The Belligerent","UR","R","4298","2.62","1943","2.62","195","36.9%","","36","","57","","93","","99","",""
"Caparocti Sunborn","WR","U","20087","3.89","6151","4.49","9","","","0","","2","","2","","7","",""
"Captain Storm, Cosmium Raider","UR","U","22412","4.44","7276","4.83","129","9.5%","","21","","35","","56","","74","",""
"Deepfathom Echo","UG","R","4038","2.64","1591","2.51","299","43.6%","","47","","81","","128","","168","",""
"Gishath, Sun's Avatar","WRG","M","1739","2.11","474","2.14","5","","","1","","1","","2","","3","",""
"Itzquinth, Firstborn of Gishath","RG","U","18366","3.56","4496","4.05","0","","","0","","0","","0","","0","",""
"Kellan, Daring Traveler","WG","R","3225","1.98","1832","1.89","0","","","0","","0","","0","","0","",""
"Kutzil, Malamet Exemplar","WG","U","23546","4.63","3996","5.94","0","","","0","","0","","0","","0","",""
"Master's Guide-Mural","WU","U","26582","4.14","8080","4.82","464","22.2%","","80","","136","","216","","235","",""
"Molten Collapse","BR","R","4535","2.85","1319","3.02","83","16.2%","","14","","21","","35","","45","",""
"The Mycotyrant","BG","M","1620","2.00","601","1.93","150","","","22","","45","","67","","83","",""
"Nicanzil, Current Conductor","UG","U","24829","5.07","3821","6.61","64","4.9%","","6","","16","","22","","41","",""
"Palani's Hatcher","RG","R","2778","1.73","1684","1.66","10","","","1","","5","","6","","4","",""
"Quintorius Kand","WR","M","1022","1.22","882","1.21","33","","","5","","11","","16","","15","",""
"Saheeli, the Sun's Brilliance","UR","M","1784","2.21","850","2.16","66","","","16","","13","","29","","36","",""
"Sovereign Okinec Ahau","WG","M","1579","1.93","646","1.85","0","","","0","","0","","0","","0","",""
"Squirming Emergence","BG","R","6354","3.85","1016","4.89","76","","","12","","28","","40","","33","",""
"Vito, Fanatic of Aclazotz","WB","M","1408","1.72","752","1.61","138","","","21","","35","","56","","81","",""
"Zoyowa Lava-Tongue","BR","U","24481","4.91","3988","6.52","209","15.1%","","32","","50","","82","","123","",""
"Buried Treasure","","C","90073","7.28","9744","10.66","1112","26.2%","49.1%","177","","264","","441","","664","48.2%",""
"Contested Game Ball","","U","37578","8.72","4062","12.53","29","1.7%","","6","","7","","13","","16","",""
"Disruptor Wanderglyph","","C","93835","8.55","9429","12.40","301","7.3%","","40","","81","","121","","177","",""
"Hunter's Blowgun","","C","91764","8.18","8696","12.11","99","3.3%","","21","","28","","49","","49","",""
"Matzalantli, the Great Door","","R","4940","3.01","885","3.52","347","61.5%","","64","","84","","148","","196","",""
"The Millennium Calendar","","M","2792","3.46","490","3.91","87","","","14","","21","","35","","49","",""
"Roaming Throne","","R","2261","1.31","1687","1.30","756","96.8%","52.1%","120","","219","","339","","402","",""
"Sorcerous Spyglass","","U","37306","8.72","4034","12.58","2","0.1%","","0","","0","","0","","2","",""
"Sunbird Standard","","U","38576","6.06","4680","8.86","453","23.4%","","66","","112","","178","","270","",""
"Swashbuckler's Whip","","U","35303","7.47","3948","10.99","135","9.5%","","22","","43","","65","","69","",""
"Tarrian's Soulcleaver","","R","3132","1.88","1103","1.82","294","","","50","","89","","139","","154","",""
"Threefold Thunderhulk","","R","2223","1.32","1832","1.30","939","94.3%","54.4%","144","","283","","427","","496","",""
"Throne of the Grim Captain","","R","6036","3.66","1222","4.47","731","63.0%","52.0%","140","","194","","334","","374","",""
"Treasure Map","","R","2679","1.66","1645","1.63","707","96.2%","51.9%","115","","207","","322","","371","",""
"Cavern of Souls","","M","2237","2.67","410","3.19","36","","","8","","8","","16","","20","",""
"Cavernous Maw","","U","33191","6.56","3642","9.62","563","35.1%","47.4%","99","","170","","269","","288","",""
"Echoing Deeps","","R","8807","4.82","1035","7.11","130","","","20","","32","","52","","78","",""
"Forgotten Monument","","U","33725","6.64","3843","9.59","732","42.4%","50.0%","134","","187","","321","","403","",""
"Hidden Courtyard","","B","75203","6.38","11993","8.93","303","20.4%","","72","","76","","148","","152","",""
"Hidden Nursery","","B","72351","6.01","8891","8.61","242","17.0%","","43","","63","","106","","131","",""
"Hidden Volcano","","B","73167","6.00","11580","8.50","268","19.7%","","41","","76","","117","","148","",""
"Pit of Offerings","","U","30692","5.58","3585","8.34","1134","65.8%","53.4%","171","","314","","485","","639","55.1%",""
