"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Ojer Taq, Deepest Foundation","W","M","1122","1.41","736","1.38","1081","96.0%","58.0%","177","","267","","444","","637","57.1%",""
"The Enigma Jewel","U","M","3362","3.96","470","5.48","130","18.4%","","23","","35","","58","","70","",""
"Frilled Cave-Wurm","U","C","92096","8.54","10651","12.21","1017","7.2%","52.4%","157","","264","","421","","587","54.2%",""
"Self-Reflection","U","U","33071","6.98","4723","9.78","1186","17.9%","52.3%","189","","278","","467","","716","53.1%",""
"Abyssal Gorestalker","B","U","30007","6.03","3225","8.90","0","0.0%","","0","","0","","0","","0","",""
"Aclazotz, Deepest Betrayal","B","M","983","1.19","794","1.16","43","","","1","","9","","10","","33","",""
"Another Chance","B","C","84921","6.85","11257","9.57","56","1.6%","","10","","12","","22","","33","",""
"Bitter Triumph","B","U","14137","2.58","4622","2.95","70","7.7%","","12","","17","","29","","41","",""
"Bloodthorn Flail","B","U","35000","7.64","4047","11.06","0","0.0%","","0","","0","","0","","0","",""
"Bringer of the Last Gift","B","R","4315","2.75","1172","2.87","0","","","0","","0","","0","","0","",""
"Broodrage Mycoid","B","C","77334","5.88","9316","8.46","0","0.0%","","0","","0","","0","","0","",""
"Canonized in Blood","B","U","27546","5.52","2796","8.24","0","0.0%","","0","","0","","0","","0","",""
"Chupacabra Echo","B","U","13942","2.51","5113","2.84","3","0.3%","","0","","1","","1","","2","",""
"Corpses of the Lost","B","R","3423","2.13","1618","2.10","34","","","4","","14","","18","","16","",""
"Dead Weight","B","C","61248","4.32","12804","5.54","11","0.4%","","3","","4","","7","","4","",""
"Deathcap Marionette","B","C","74771","5.54","11313","7.55","11","0.4%","","0","","3","","3","","8","",""
"Deep Goblin Skulltaker","B","C","78492","6.08","8548","8.86","0","0.0%","","0","","0","","0","","0","",""
"Deep-Cavern Bat","B","U","17360","3.16","5507","3.67","41","2.5%","","12","","16","","28","","12","",""
"Echo of Dusk","B","C","78796","5.93","9761","8.45","4","0.2%","","0","","3","","3","","1","",""
"Fanatical Offering","B","C","80284","6.29","10891","8.78","14","0.4%","","0","","4","","4","","10","",""
"Gargantuan Leech","B","U","31050","6.32","3704","8.92","117","7.7%","","17","","32","","49","","65","",""
"Grasping Shadows","B","U","30300","4.74","4878","6.31","51","2.8%","","3","","16","","19","","32","",""
"Greedy Freebooter","B","C","82951","6.75","9268","9.83","0","0.0%","","0","","0","","0","","0","",""
"Join the Dead","B","C","44708","3.17","11930","3.82","0","0.0%","","0","","0","","0","","0","",""
"Malicious Eclipse","B","U","30295","6.21","3117","9.28","5","0.4%","","1","","3","","4","","1","",""
"Mephitic Draught","B","C","84205","6.83","11002","9.51","13","0.3%","","2","","1","","3","","9","",""
"Preacher of the Schism","B","R","2553","1.50","1650","1.45","141","26.8%","","26","","29","","55","","86","",""
"Primordial Gnawer","B","C","88475","7.55","9451","11.01","20","0.5%","","3","","7","","10","","10","",""
"Queen's Bay Paladin","B","R","4253","2.67","1264","2.71","0","","","0","","0","","0","","0","",""
"Rampaging Spiketail","B","C","77886","5.81","9757","8.29","45","2.0%","","5","","15","","20","","25","",""
"Ray of Ruin","B","C","76503","5.81","9134","8.37","90","3.8%","","19","","22","","41","","48","",""
"Screaming Phantom","B","C","82012","6.52","9617","9.30","0","0.0%","","0","","0","","0","","0","",""
"Skullcap Snail","B","C","72667","5.29","12431","7.06","0","0.0%","","0","","0","","0","","0","",""
"Soulcoil Viper","B","U","23046","4.31","3952","5.55","4","0.7%","","0","","1","","1","","3","",""
"Stalactite Stalker","B","R","3139","1.91","1438","1.89","0","","","0","","0","","0","","0","",""
"Starving Revenant","B","R","2970","1.78","1519","1.76","1","","","1","","0","","1","","0","",""
"Stinging Cave Crawler","B","U","19694","3.48","4096","4.36","0","0.0%","","0","","0","","0","","0","",""
"Synapse Necromage","B","U","24369","4.44","4499","5.76","0","0.0%","","0","","0","","0","","0","",""
"Tarrian's Journal","B","R","3289","2.03","1460","2.02","69","","","9","","17","","26","","43","",""
"Terror Tide","B","R","3387","2.02","1399","1.96","12","","","4","","2","","6","","6","",""
"Tithing Blade","B","C","65254","4.91","10146","6.71","55","2.1%","","10","","9","","19","","36","",""
"Visage of Dread","B","U","27821","4.14","5722","5.30","17","1.0%","","2","","2","","4","","13","",""
"Vito's Inquisitor","B","C","86088","7.30","9139","10.63","4","0.1%","","1","","0","","1","","3","",""
"Abrade","R","C","40002","2.81","16888","3.25","613","16.8%","54.6%","105","","160","","265","","347","",""
"Ancestors' Aid","R","C","88740","7.57","12510","10.54","0","0.0%","","0","","0","","0","","0","",""
"Belligerent Yearling","R","U","16451","3.02","5308","3.49","0","0.0%","","0","","0","","0","","0","",""
"Bonehoard Dracosaur","R","M","970","1.15","877","1.13","54","","","6","","17","","23","","31","",""
"Brass's Tunnel-Grinder","R","R","3588","2.16","1554","2.20","89","17.7%","","13","","26","","39","","49","",""
"Brazen Blademaster","R","C","84883","6.90","12811","9.52","3","0.1%","","0","","0","","0","","3","",""
"Breeches, Eager Pillager","R","R","2399","1.48","1819","1.44","171","32.6%","","22","","43","","65","","101","",""
"Burning Sun Cavalry","R","C","83093","6.69","11588","9.34","0","0.0%","","0","","0","","0","","0","",""
"Calamitous Cave-In","R","U","34046","7.18","4923","9.66","123","4.7%","","19","","37","","56","","65","",""
"Child of the Volcano","R","C","88792","7.48","9910","11.01","0","0.0%","","0","","0","","0","","0","",""
"Curator of Sun's Creation","R","U","27782","5.50","3910","7.60","8","0.7%","","1","","1","","2","","6","",""
"Daring Discovery","R","C","91769","8.51","11186","12.02","0","0.0%","","0","","0","","0","","0","",""
"Diamond Pick-Axe","R","U","21914","4.03","5881","4.79","29","1.9%","","5","","8","","13","","16","",""
"Dinotomaton","R","C","74435","5.46","11905","7.65","4","0.2%","","0","","0","","0","","4","",""
"Dire Flail","R","R","3681","2.22","2095","2.15","60","10.5%","","10","","14","","24","","35","",""
"Dowsing Device","R","U","35750","5.76","6099","7.68","35","1.4%","","3","","10","","13","","21","",""
"Dreadmaw's Ire","R","U","21998","3.93","6540","4.77","8","0.5%","","1","","0","","1","","7","",""
"Enterprising Scallywag","R","U","21576","3.86","5432","4.73","5","0.6%","","1","","2","","3","","2","",""
"Etali's Favor","R","C","82257","6.48","14326","8.55","15","0.3%","","5","","2","","7","","8","",""
"Geological Appraiser","R","U","15802","2.87","6606","3.23","15","1.1%","","1","","2","","3","","11","",""
"Goblin Tomb Raider","R","C","80856","6.38","17699","7.96","8","0.2%","","2","","2","","4","","4","",""
"Goldfury Strider","R","U","31212","6.09","4936","8.30","26","1.2%","","4","","6","","10","","16","",""
"Hit the Mother Lode","R","R","8879","5.13","1073","7.97","0","0.0%","","0","","0","","0","","0","",""
"Hotfoot Gnome","R","C","88142","7.34","11433","10.46","0","0.0%","","0","","0","","0","","0","",""
"Idol of the Deep King","R","C","70280","5.26","13720","7.05","85","2.5%","","16","","21","","37","","48","",""
"Inti, Seneschal of the Sun","R","R","2529","1.54","1837","1.52","122","","","27","","33","","60","","62","",""
"Magmatic Galleon","R","R","2629","1.61","1895","1.57","48","","","9","","16","","25","","22","",""
"Ojer Axonil, Deepest Might","R","M","1321","1.50","829","1.47","5","","","0","","1","","1","","4","",""
"Panicked Altisaur","R","C","76978","5.88","9994","8.59","15","0.9%","","4","","3","","7","","8","",""
"Plundering Pirate","R","C","69091","4.85","16068","6.27","14","0.5%","","0","","6","","6","","8","",""
"Poetic Ingenuity","R","R","3209","2.09","1669","2.00","165","","","23","","48","","71","","93","",""
"Rampaging Ceratops","R","U","24251","4.54","3741","6.28","8","1.0%","","0","","3","","3","","5","",""
"Rumbling Rockslide","R","C","68948","4.96","13164","6.74","170","6.8%","","24","","50","","74","","95","",""
"Saheeli's Lattice","R","U","32465","4.77","6824","6.16","11","0.6%","","1","","5","","6","","5","",""
"Scytheclaw Raptor","R","U","16287","2.92","5030","3.48","6","0.9%","","0","","3","","3","","3","",""
"Seismic Monstrosaur","R","C","75662","5.54","10144","8.09","54","2.9%","","10","","14","","24","","30","",""
"Sunfire Torch","R","C","80059","6.14","17467","7.81","15","0.3%","","3","","5","","8","","6","",""
"Sunshot Militia","R","C","80799","6.32","17149","8.07","156","2.7%","","23","","39","","62","","94","",""
"Tectonic Hazard","R","C","93337","9.19","9849","13.21","0","0.0%","","0","","0","","0","","0","",""
"Triumphant Chomp","R","U","18415","3.29","5588","3.93","14","1.4%","","2","","3","","5","","9","",""
"Trumpeting Carnosaur","R","R","2164","1.30","1751","1.28","62","","","8","","20","","28","","35","",""
"Volatile Wanderglyph","R","C","77861","5.65","16313","7.37","4","0.1%","","0","","1","","1","","3","",""
"Zoyowa's Justice","R","U","34835","7.82","3941","11.47","0","0.0%","","0","","0","","0","","0","",""
"Armored Kincaller","G","C","72779","5.40","10103","7.44","1","0.1%","","0","","0","","0","","1","",""
"Basking Capybara","G","C","87304","7.22","8855","10.51","0","0.0%","","0","","0","","0","","0","",""
"Bedrock Tortoise","G","R","2893","1.76","1429","1.69","53","","","8","","10","","18","","35","",""
"Cavern Stomper","G","C","75596","5.76","8982","8.21","0","0.0%","","0","","0","","0","","0","",""
"Cenote Scout","G","U","21613","3.87","4594","4.82","7","0.7%","","0","","0","","0","","7","",""
